pos	n_partitions	T_obs	null_q95	empirical_p	licensed	shuffleable_frac	enough_pooled_depth	top	feasible_0.005	feasible_0.01	feasible_0.02	feasible_0.05	feasible_0.1	per_cluster	sample
1736	9	7.933057986142326e-07	9.055375009826056e-07	0.11	False	1.0	True	sub7	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00594, ""n"": 1088, ""pooled_depth"": 19059.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00523, ""n"": 952, ""pooled_depth"": 16729.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00698, ""n"": 791, ""pooled_depth"": 4871.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00664, ""n"": 857, ""pooled_depth"": 16973.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00638, ""n"": 636, ""pooled_depth"": 13673.0, ""callable"": false}, ""sub6"": {""vaf"": 0.0052, ""n"": 410, ""pooled_depth"": 7818.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00744, ""n"": 376, ""pooled_depth"": 2151.0, ""callable"": true}, ""sub8"": {""vaf"": 0.00585, ""n"": 329, ""pooled_depth"": 6211.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00487, ""n"": 219, ""pooled_depth"": 1095.0, ""callable"": false}}"	cll9_2
1972	9	6.556714386728653e-07	1.403775929803061e-06	0.43	False	1.0	True	sub6	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00495, ""n"": 1092, ""pooled_depth"": 13442.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00531, ""n"": 951, ""pooled_depth"": 11684.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00559, ""n"": 745, ""pooled_depth"": 3394.0, ""callable"": false}, ""sub4"": {""vaf"": 0.0057, ""n"": 852, ""pooled_depth"": 11858.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00593, ""n"": 638, ""pooled_depth"": 9707.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00663, ""n"": 408, ""pooled_depth"": 5537.0, ""callable"": false}, ""sub7"": {""vaf"": 0.0059, ""n"": 352, ""pooled_depth"": 1477.0, ""callable"": false}, ""sub8"": {""vaf"": 0.00506, ""n"": 324, ""pooled_depth"": 4382.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00618, ""n"": 213, ""pooled_depth"": 743.0, ""callable"": false}}"	cll9_2
2097	9	4.126821987196822e-07	1.1245437114510826e-06	0.66	False	1.0	True	sub7	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00625, ""n"": 1091, ""pooled_depth"": 18027.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00585, ""n"": 949, ""pooled_depth"": 15689.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00662, ""n"": 762, ""pooled_depth"": 4497.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00569, ""n"": 857, ""pooled_depth"": 15935.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00597, ""n"": 638, ""pooled_depth"": 12590.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00548, ""n"": 410, ""pooled_depth"": 7246.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00678, ""n"": 361, ""pooled_depth"": 1902.0, ""callable"": true}, ""sub8"": {""vaf"": 0.00563, ""n"": 321, ""pooled_depth"": 5666.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00627, ""n"": 224, ""pooled_depth"": 1051.0, ""callable"": false}}"	cll9_2
2146	9	5.877832224970003e-07	1.2243435874320354e-06	0.575	False	1.0	True	sub3	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00704, ""n"": 1088, ""pooled_depth"": 17029.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00811, ""n"": 949, ""pooled_depth"": 14897.0, ""callable"": true}, ""sub3"": {""vaf"": 0.00851, ""n"": 779, ""pooled_depth"": 4314.0, ""callable"": true}, ""sub4"": {""vaf"": 0.00793, ""n"": 854, ""pooled_depth"": 15006.0, ""callable"": true}, ""sub5"": {""vaf"": 0.00766, ""n"": 638, ""pooled_depth"": 12307.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00785, ""n"": 407, ""pooled_depth"": 6974.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00827, ""n"": 362, ""pooled_depth"": 1878.0, ""callable"": true}, ""sub8"": {""vaf"": 0.00766, ""n"": 323, ""pooled_depth"": 5373.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00786, ""n"": 220, ""pooled_depth"": 976.0, ""callable"": false}}"	cll9_2
2402	9	2.118666023229001e-06	1.4133134712263288e-06	0.0	True	1.0	True	sub7	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00776, ""n"": 1093, ""pooled_depth"": 19015.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00691, ""n"": 955, ""pooled_depth"": 16867.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00837, ""n"": 768, ""pooled_depth"": 4768.0, ""callable"": true}, ""sub4"": {""vaf"": 0.00683, ""n"": 855, ""pooled_depth"": 17236.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00893, ""n"": 637, ""pooled_depth"": 13468.0, ""callable"": true}, ""sub6"": {""vaf"": 0.00858, ""n"": 408, ""pooled_depth"": 7885.0, ""callable"": true}, ""sub7"": {""vaf"": 0.01228, ""n"": 368, ""pooled_depth"": 1977.0, ""callable"": true}, ""sub8"": {""vaf"": 0.00593, ""n"": 324, ""pooled_depth"": 6198.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00767, ""n"": 226, ""pooled_depth"": 1004.0, ""callable"": false}}"	cll9_2
2512	9	3.4672455585958696e-07	8.547720403164701e-07	0.665	False	1.0	True	sub7	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00519, ""n"": 1091, ""pooled_depth"": 20069.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00584, ""n"": 955, ""pooled_depth"": 17781.0, ""callable"": false}, ""sub3"": {""vaf"": 0.0053, ""n"": 793, ""pooled_depth"": 5007.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00531, ""n"": 855, ""pooled_depth"": 17997.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00592, ""n"": 635, ""pooled_depth"": 14617.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00564, ""n"": 409, ""pooled_depth"": 8488.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00651, ""n"": 374, ""pooled_depth"": 2094.0, ""callable"": false}, ""sub8"": {""vaf"": 0.00536, ""n"": 328, ""pooled_depth"": 6396.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00605, ""n"": 221, ""pooled_depth"": 1146.0, ""callable"": false}}"	cll9_2
2514	9	6.722516944512383e-07	1.1412533975451259e-06	0.365	False	1.0	True	sub6	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00656, ""n"": 1095, ""pooled_depth"": 24173.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00581, ""n"": 958, ""pooled_depth"": 21321.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00468, ""n"": 823, ""pooled_depth"": 6052.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00599, ""n"": 856, ""pooled_depth"": 21561.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00588, ""n"": 638, ""pooled_depth"": 17626.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00682, ""n"": 410, ""pooled_depth"": 10210.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00437, ""n"": 379, ""pooled_depth"": 2577.0, ""callable"": false}, ""sub8"": {""vaf"": 0.00533, ""n"": 328, ""pooled_depth"": 7743.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00505, ""n"": 231, ""pooled_depth"": 1416.0, ""callable"": false}}"	cll9_2
2560	9	3.163986519240301e-07	6.472420368996552e-07	0.455	False	1.0	True	sub2	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00582, ""n"": 1092, ""pooled_depth"": 25258.0, ""callable"": false}, ""sub2"": {""vaf"": 0.0067, ""n"": 956, ""pooled_depth"": 22502.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00653, ""n"": 805, ""pooled_depth"": 6239.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00663, ""n"": 857, ""pooled_depth"": 22633.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00658, ""n"": 640, ""pooled_depth"": 18462.0, ""callable"": false}, ""sub6"": {""vaf"": 0.0067, ""n"": 410, ""pooled_depth"": 10416.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00579, ""n"": 382, ""pooled_depth"": 2818.0, ""callable"": false}, ""sub8"": {""vaf"": 0.00601, ""n"": 329, ""pooled_depth"": 7981.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00589, ""n"": 234, ""pooled_depth"": 1482.0, ""callable"": false}}"	cll9_2
2685	9	3.800323888936884e-07	8.118043140741324e-07	0.43	False	1.0	True	sub1	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00627, ""n"": 1093, ""pooled_depth"": 21880.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00568, ""n"": 955, ""pooled_depth"": 19417.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00554, ""n"": 808, ""pooled_depth"": 5622.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00598, ""n"": 859, ""pooled_depth"": 19672.0, ""callable"": false}, ""sub5"": {""vaf"": 0.0054, ""n"": 642, ""pooled_depth"": 15723.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00492, ""n"": 412, ""pooled_depth"": 9036.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00514, ""n"": 382, ""pooled_depth"": 2399.0, ""callable"": false}, ""sub8"": {""vaf"": 0.00538, ""n"": 328, ""pooled_depth"": 6866.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00582, ""n"": 234, ""pooled_depth"": 1295.0, ""callable"": false}}"	cll9_2
2734	9	1.6869138965836897e-06	1.1652992503841478e-06	0.005	True	1.0	True	sub7	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00571, ""n"": 1087, ""pooled_depth"": 18661.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00791, ""n"": 952, ""pooled_depth"": 16735.0, ""callable"": true}, ""sub3"": {""vaf"": 0.00789, ""n"": 761, ""pooled_depth"": 4735.0, ""callable"": true}, ""sub4"": {""vaf"": 0.00656, ""n"": 858, ""pooled_depth"": 16832.0, ""callable"": false}, ""sub5"": {""vaf"": 0.0066, ""n"": 641, ""pooled_depth"": 13529.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00647, ""n"": 410, ""pooled_depth"": 7802.0, ""callable"": false}, ""sub7"": {""vaf"": 0.01047, ""n"": 380, ""pooled_depth"": 2057.0, ""callable"": true}, ""sub8"": {""vaf"": 0.00577, ""n"": 327, ""pooled_depth"": 6158.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00789, ""n"": 226, ""pooled_depth"": 1062.0, ""callable"": false}}"	cll9_2
2863	9	6.193340000075224e-07	1.557316434594688e-06	0.635	False	1.0	True	sub9	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00777, ""n"": 1086, ""pooled_depth"": 17253.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00831, ""n"": 950, ""pooled_depth"": 15534.0, ""callable"": true}, ""sub3"": {""vaf"": 0.00897, ""n"": 780, ""pooled_depth"": 4414.0, ""callable"": true}, ""sub4"": {""vaf"": 0.0079, ""n"": 855, ""pooled_depth"": 15624.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00915, ""n"": 636, ""pooled_depth"": 12667.0, ""callable"": true}, ""sub6"": {""vaf"": 0.00822, ""n"": 408, ""pooled_depth"": 7212.0, ""callable"": true}, ""sub7"": {""vaf"": 0.00802, ""n"": 370, ""pooled_depth"": 1879.0, ""callable"": false}, ""sub8"": {""vaf"": 0.00821, ""n"": 325, ""pooled_depth"": 6007.0, ""callable"": true}, ""sub9"": {""vaf"": 0.00939, ""n"": 222, ""pooled_depth"": 1073.0, ""callable"": true}}"	cll9_2
2935	9	6.309085910633763e-07	1.0927242986438337e-06	0.465	False	1.0	True	sub5	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00632, ""n"": 1093, ""pooled_depth"": 15642.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00619, ""n"": 948, ""pooled_depth"": 14001.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00721, ""n"": 749, ""pooled_depth"": 3945.0, ""callable"": true}, ""sub4"": {""vaf"": 0.00622, ""n"": 854, ""pooled_depth"": 14242.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00736, ""n"": 636, ""pooled_depth"": 11203.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00612, ""n"": 406, ""pooled_depth"": 6387.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00693, ""n"": 365, ""pooled_depth"": 1608.0, ""callable"": false}, ""sub8"": {""vaf"": 0.00638, ""n"": 322, ""pooled_depth"": 5247.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00651, ""n"": 220, ""pooled_depth"": 875.0, ""callable"": false}}"	cll9_2
3044	9	7.039580881308193e-07	8.469252524178293e-07	0.105	False	1.0	True	sub5	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00507, ""n"": 1088, ""pooled_depth"": 19437.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00511, ""n"": 949, ""pooled_depth"": 17320.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00531, ""n"": 775, ""pooled_depth"": 4863.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00577, ""n"": 855, ""pooled_depth"": 17400.0, ""callable"": false}, ""sub5"": {""vaf"": 0.0064, ""n"": 631, ""pooled_depth"": 13959.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00617, ""n"": 406, ""pooled_depth"": 8125.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00562, ""n"": 380, ""pooled_depth"": 2109.0, ""callable"": false}, ""sub8"": {""vaf"": 0.0043, ""n"": 326, ""pooled_depth"": 6292.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00462, ""n"": 215, ""pooled_depth"": 1085.0, ""callable"": false}}"	cll9_2
3107	9	1.954815328616133e-06	4.507083757146307e-06	0.54	False	1.0	True	sub3	False	True	True	True	True	"{""sub1"": {""vaf"": 0.02636, ""n"": 1088, ""pooled_depth"": 19104.0, ""callable"": true}, ""sub2"": {""vaf"": 0.02559, ""n"": 952, ""pooled_depth"": 17198.0, ""callable"": true}, ""sub3"": {""vaf"": 0.02789, ""n"": 792, ""pooled_depth"": 4927.0, ""callable"": true}, ""sub4"": {""vaf"": 0.02617, ""n"": 855, ""pooled_depth"": 17434.0, ""callable"": true}, ""sub5"": {""vaf"": 0.02466, ""n"": 634, ""pooled_depth"": 13961.0, ""callable"": true}, ""sub6"": {""vaf"": 0.02679, ""n"": 411, ""pooled_depth"": 7992.0, ""callable"": true}, ""sub7"": {""vaf"": 0.02726, ""n"": 371, ""pooled_depth"": 2183.0, ""callable"": true}, ""sub8"": {""vaf"": 0.02529, ""n"": 328, ""pooled_depth"": 6136.0, ""callable"": true}, ""sub9"": {""vaf"": 0.02452, ""n"": 232, ""pooled_depth"": 1134.0, ""callable"": true}}"	cll9_2
3321	9	4.209871446513751e-07	1.0239136508688214e-06	0.625	False	1.0	True	sub9	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00695, ""n"": 1092, ""pooled_depth"": 19130.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00731, ""n"": 948, ""pooled_depth"": 16927.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00663, ""n"": 805, ""pooled_depth"": 4863.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00667, ""n"": 860, ""pooled_depth"": 16939.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00742, ""n"": 637, ""pooled_depth"": 13770.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00705, ""n"": 410, ""pooled_depth"": 8027.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00624, ""n"": 369, ""pooled_depth"": 2029.0, ""callable"": false}, ""sub8"": {""vaf"": 0.00624, ""n"": 322, ""pooled_depth"": 6355.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00761, ""n"": 226, ""pooled_depth"": 1120.0, ""callable"": true}}"	cll9_2
