pos,N,truth_vaf,mean_pooled_vaf,median_pooled_vaf,var_pooled_vaf,mean_abs_err,n_draws
13803,1,0.4956390256495362,0.4167305068245619,0.0,0.23536491908292761,0.4893447595544395,187
13928,1,0.4934743682043898,0.40919034166316776,0.0,0.23287562944521453,0.48644408952213675,184
14566,1,0.499979599330858,0.40748296978173143,0.0,0.2359927785257351,0.4937880880836028,185
15244,1,0.4983219534776067,0.5834794571144686,1.0,0.23742037785417913,0.49375856428641224,185
15301,1,0.4973581732087683,0.5773394399753435,1.0,0.2373490329207396,0.491213637811092,185
15445,1,0.4981059909528888,0.4103972674596465,0.0,0.23036061745130243,0.4836938456092982,185
15629,1,0.4935346242205448,0.413767892830159,0.0,0.23531810354686963,0.4892812197785011,187
15784,1,0.4880188356814643,0.41317495023792195,0.0,0.2325368865656162,0.48466710002752256,182
769,5,0.4901950983822329,0.4800606576522415,0.46481178396072015,0.07329784285829553,0.22683842026574852,200
850,5,0.4859046642747309,0.4709792602903981,0.44201680672268906,0.07330543655488236,0.22587766004586463,200
1018,5,0.4242611757174864,0.4224803581020788,0.3885245901639344,0.07353826064766149,0.22617151889129639,200
2416,5,0.4865474847063016,0.5078458491938083,0.5322916666666666,0.07393506909619023,0.2317739704091872,200
2789,5,0.4919875130072841,0.5107845335124662,0.5275252525252525,0.0682347589998295,0.2186045231834313,200
3109,5,0.0271013754457463,0.030066937612173113,0.025978407557354925,0.0008767209611698807,0.022431753007787027,200
3578,5,0.0510966893945617,0.05132510865955098,0.047619047619047616,0.0014912994276248548,0.02989163160598345,200
3594,5,0.4990145764630124,0.4705032107723828,0.44511378848728245,0.07282534572918979,0.23083139390440968,200
3918,5,0.4981931578464643,0.5108468306654975,0.5154704944178629,0.07191756523992227,0.2286289572853621,200
3970,5,0.4662096257280606,0.4925122819440136,0.5,0.07427217343609734,0.2322234645088737,200
4086,5,0.2696927106624928,0.29511903056673267,0.229020979020979,0.06077662533769836,0.19183938607030498,200
4104,5,0.1061388598326359,0.16041571459532633,0.07619738751814223,0.047327111988119556,0.13972546205815958,200
5285,5,0.4955740578439965,0.4775641207760755,0.46862745098039216,0.07947386816454528,0.23729566478886976,200
5985,5,0.4939467312348668,0.4688671633171135,0.4583333333333333,0.07863665290542729,0.2371095964009643,199
6392,5,0.4891950907311196,0.46959807330579806,0.4515625,0.07195455236881593,0.2251805929587052,200
6962,5,0.4836965811965812,0.4977627912498045,0.4975247524752475,0.0750302749515102,0.23135775483326626,200
7175,5,0.457232208260551,0.45149848884583493,0.41801075268817206,0.07187304763060101,0.223311876699807,200
7256,5,0.1785159010600706,0.2257671098566744,0.14724480578139115,0.05850031158951986,0.17390936643470936,200
7274,5,0.2506899406651028,0.29512051532163364,0.2219941348973607,0.06425761539904201,0.19485912406849906,200
7609,5,0.4035710108767689,0.40622106095237887,0.375,0.07360012127146914,0.22460134316380043,200
7771,5,0.4908163265306122,0.5079457274589169,0.5228956228956229,0.06910904839984058,0.21721890162414095,200
8206,5,0.4731519152529362,0.49911486692618595,0.5111519607843137,0.07041579030711097,0.22163946756843728,200
8277,5,0.4620122496731126,0.49459658250803895,0.4873222016079159,0.07420407406708897,0.22859816613872674,200
8701,5,0.3870197049733687,0.3974178884252504,0.3591746794871795,0.06752036291654628,0.21797126810786727,200
8860,5,0.0396586345381526,0.03371549721817102,0.0,0.012128848959459535,0.06277021877820793,187
8901,5,0.4532519004613085,0.4859530631072336,0.5,0.08895392621533503,0.2524187022473221,200
9053,5,0.4938861257249564,0.5198923695050738,0.5306633291614518,0.06880366552985208,0.2187478777915849,200
9221,5,0.4773487943075504,0.5060861143650223,0.5164102564102564,0.0720640933360059,0.2278377906481922,200
9540,5,0.4667390034220849,0.4867405113692092,0.5128787878787879,0.07278246062305124,0.22801515555542437,200
9548,5,0.4466319915021428,0.4716395022991132,0.47017543859649125,0.0746896073697084,0.22928335194211044,200
9856,5,0.4969151544068048,0.5129725258141343,0.5348557692307692,0.073919348992366,0.23259438715061045,200
10115,5,0.4678912821024783,0.4912591321663865,0.4818121693121693,0.07581010189417955,0.23483641590748064,200
10310,5,0.4825079509313948,0.5026933164414893,0.5,0.06847232899137483,0.21882934022984973,200
10398,5,0.4970626874550727,0.5146187443141502,0.5330668604651163,0.07391331223138954,0.23099826568028675,200
10609,5,0.4999131894206841,0.47933938771754414,0.47867647058823526,0.07192039449858005,0.22550379458113504,200
10873,5,0.4837542014996122,0.4692342963486189,0.4527093596059113,0.07298745809229873,0.2280568373582071,200
11914,5,0.3760866533401515,0.39217878172468673,0.33045977011494254,0.06861444722046285,0.2191079249303472,200
11944,5,0.4030336097773898,0.4181738618308431,0.38409961685823757,0.06912851235647925,0.21720669969541412,200
12397,5,0.4958093701781456,0.5165305073677521,0.5465367965367965,0.07273958500091342,0.22837568583846463,200
12406,5,0.4845082433200682,0.5079233606905951,0.5333333333333333,0.07479820982625261,0.2331038422693603,200
12693,5,0.4806795935489885,0.5082374314024246,0.5157635467980295,0.06978017657000218,0.22428050266187705,200
12705,5,0.4997189432265317,0.47499940595966733,0.46770833333333334,0.06929168966159513,0.22113660381591502,200
12882,5,0.4976968553915346,0.5113537286077205,0.5253061224489797,0.07218927410233779,0.22832627749186002,200
12894,5,0.0541625944024877,0.04746794203948426,0.0,0.011157413027486494,0.07474917328355497,200
13422,5,0.493863820030446,0.47866400317382896,0.4512966476913346,0.06887583526830363,0.2192181868453087,200
13590,5,0.4986717337564107,0.5235861861172013,0.5288568257491676,0.07165482561123694,0.22768756775908625,200
13650,5,0.4870096883050909,0.5173009915288967,0.5421472937000887,0.07167596039174164,0.22822308041824577,200
13759,5,0.4803000346507409,0.4891523484549927,0.5,0.07507668914610079,0.23222724285009635,200
13803,5,0.4956390256495362,0.5127733900300213,0.5058139534883721,0.06986482844898079,0.2202772620987802,200
13928,5,0.4934743682043898,0.5106778731546622,0.5099415204678363,0.07077947951501344,0.22194696004166353,200
14566,5,0.499979599330858,0.5095438096568864,0.5312635692574903,0.07333957570495298,0.22723161696103994,200
15244,5,0.4983219534776067,0.4715382247041333,0.44735221674876846,0.07071618400393893,0.22430168179881455,200
15301,5,0.4973581732087683,0.4758022787132424,0.4574938140685755,0.06775718151856557,0.22046005930854037,200
15445,5,0.4981059909528888,0.514842091014882,0.5321477428180574,0.07344895947612003,0.22607625255335675,200
15629,5,0.4935346242205448,0.5237574869536943,0.5419580419580419,0.07402103951084152,0.23156174503276217,200
15784,5,0.4880188356814643,0.5192817328268795,0.5231646471846044,0.06804994973854964,0.21616817540544436,200
769,25,0.4901950983822329,0.490112194749387,0.48382109572336907,0.015067290010220596,0.09695429537069947,200
850,25,0.4859046642747309,0.4891054310567408,0.4877285373608903,0.014804550068363826,0.09702674123969945,200
1018,25,0.4242611757174864,0.4282970933252046,0.42285522413117693,0.014716484076463669,0.09550923296591148,200
2416,25,0.4865474847063016,0.48586441021941523,0.4901906476480635,0.014122035068865176,0.09298067410306995,200
2789,25,0.4919875130072841,0.48825520108993503,0.49234644260318206,0.014590190629777846,0.09401923765143196,200
3109,25,0.0271013754457463,0.027070809192435145,0.02730407231385705,0.00011599262169112063,0.008330731619559835,200
3578,25,0.0510966893945617,0.048997767961856786,0.04820993802567508,0.0002660455594942077,0.013099726766742328,200
3594,25,0.4990145764630124,0.49904772886103854,0.5,0.014716772254673835,0.0955350900633553,200
3918,25,0.4981931578464643,0.4945416294382865,0.49735362676539147,0.014615568942762185,0.09545719990467383,200
3970,25,0.4662096257280606,0.46532136302578503,0.46086580086580087,0.0142467590441668,0.09664362454243315,200
4086,25,0.2696927106624928,0.2793914713599623,0.2648956548039117,0.010346915451997571,0.0780958978260497,200
4104,25,0.1061388598326359,0.11482631223685132,0.10367218987908644,0.0034823917144087284,0.043317703982536475,200
5285,25,0.4955740578439965,0.4926519319208307,0.4888053467000835,0.015405082115351106,0.09770972094301796,200
5985,25,0.4939467312348668,0.4904413429468337,0.4890238704177323,0.014491332928420218,0.09431565456629235,200
6392,25,0.4891950907311196,0.48761144840245924,0.48113475177304965,0.014522302933226148,0.09479157677351381,200
6962,25,0.4836965811965812,0.4800055241232301,0.47606315253374076,0.014406691685059068,0.09435927639787085,200
7175,25,0.457232208260551,0.45705251560467985,0.449757850335885,0.014784172907143402,0.09474736012043092,200
7256,25,0.1785159010600706,0.19145408370153214,0.1780241467378686,0.007000658602829897,0.06299611386400603,200
7274,25,0.2506899406651028,0.2619598172490723,0.2514019270688106,0.009931568635429346,0.07752514892227896,200
7609,25,0.4035710108767689,0.40710492543129617,0.4,0.015991271633833178,0.10092651619661179,200
7771,25,0.4908163265306122,0.48967926982930315,0.48735047655600333,0.01622940062510701,0.0997100968381612,200
8206,25,0.4731519152529362,0.47393889980315806,0.4743209388185654,0.014123395388780442,0.09294282932146118,200
8277,25,0.4620122496731126,0.4642709128995724,0.47147502216967185,0.0156264479389402,0.10213498832113384,200
8701,25,0.3870197049733687,0.39379193550438885,0.38620235414099346,0.013342829337194962,0.0893285758510463,200
8860,25,0.0396586345381526,0.03821668836474983,0.0,0.0024104582072208944,0.040034858316924105,200
8901,25,0.4532519004613085,0.45374007405356054,0.4478389303482587,0.015707576147969863,0.0985507905345517,200
9053,25,0.4938861257249564,0.49535787140511195,0.49646830803165953,0.01472041844357468,0.09670718040576677,200
9221,25,0.4773487943075504,0.4787962189690269,0.47950983527906604,0.015004118253819268,0.0974180891159535,200
9540,25,0.4667390034220849,0.470132093294863,0.4687806200095899,0.015268446500342274,0.0986754878886488,200
9548,25,0.4466319915021428,0.45098126662544374,0.45408004481513753,0.015116702365557524,0.09792667979365033,200
9856,25,0.4969151544068048,0.4941424233937155,0.4900145966029724,0.014547610368688067,0.09470410864459143,200
10115,25,0.4678912821024783,0.4677828198534783,0.47258215962441313,0.015299686503735943,0.09741523077630684,200
10310,25,0.4825079509313948,0.482991938918416,0.4806541434627213,0.014517595809505655,0.09708035341350317,200
10398,25,0.4970626874550727,0.49409767472759597,0.5062306501547987,0.014746920447833106,0.09577914044420392,200
10609,25,0.4999131894206841,0.5020242652003529,0.5010288065843622,0.014540804927316948,0.09632519053314052,200
10873,25,0.4837542014996122,0.49010460243308485,0.48541489662984993,0.01464492954718553,0.09754074235797873,200
11914,25,0.3760866533401515,0.3797354284454852,0.3676553672316384,0.013934310170615954,0.09234985699189505,200
11944,25,0.4030336097773898,0.40571634107911214,0.3962962962962963,0.0137349390874567,0.09184670585270925,200
12397,25,0.4958093701781456,0.49454900841388993,0.4949737320670843,0.014408596265076153,0.0961217637334035,200
12406,25,0.4845082433200682,0.4856885182620948,0.4785496183206107,0.014481947861219447,0.09587081851309004,200
12693,25,0.4806795935489885,0.47696238967798865,0.48846765641569456,0.014166706761823711,0.0958212452188247,200
12705,25,0.4997189432265317,0.5049173738770798,0.4949016563146998,0.014318247123499137,0.09552973852109548,200
12882,25,0.4976968553915346,0.49772700272991344,0.5015151515151515,0.014839536722323694,0.09566820910558761,200
12894,25,0.0541625944024877,0.0539100706255035,0.039801104486149916,0.0024408510851731346,0.040409797260336555,200
13422,25,0.493863820030446,0.49405203353916766,0.4927100304967206,0.01475242498575168,0.09679968283093388,200
13590,25,0.4986717337564107,0.49910542203725144,0.5117721238324879,0.014680940553875192,0.09624911496118031,200
13650,25,0.4870096883050909,0.4824588682330463,0.4761833348954916,0.01565689114425068,0.09837973277211086,200
13759,25,0.4803000346507409,0.47672733617430135,0.48061274270660553,0.014931437296353814,0.09609559829291751,200
13803,25,0.4956390256495362,0.49240248851848023,0.4989539748953975,0.014981296675920018,0.09745070299066119,200
13928,25,0.4934743682043898,0.4913602343184612,0.489600605579987,0.015111644476160802,0.09781234984119155,200
14566,25,0.499979599330858,0.49416657739884073,0.506024531024531,0.014449551208175128,0.09464664115990676,200
15244,25,0.4983219534776067,0.5001895319631171,0.5007987220447284,0.01534679975436277,0.09597555015782686,200
15301,25,0.4973581732087683,0.49783353898796306,0.48954721916585353,0.014743477262979617,0.09688125613588752,200
15445,25,0.4981059909528888,0.4981680493888975,0.5,0.014800474474921168,0.09643603578375348,200
15629,25,0.4935346242205448,0.4949098240805489,0.5,0.015310163528383219,0.098661041322903,200
15784,25,0.4880188356814643,0.4858883158934903,0.4954176431201875,0.01544807685999914,0.09820161481466655,200
769,100,0.4901950983822329,0.4935581565748589,0.4933549180185951,0.0037231253877532994,0.04789076997512133,200
850,100,0.4859046642747309,0.4895909590980578,0.491678625631072,0.003846767354367364,0.04856143697117032,200
1018,100,0.4242611757174864,0.4289183561701772,0.4286227425582264,0.0038349178271144383,0.05002245798575178,200
2416,100,0.4865474847063016,0.48408194807541705,0.48314352615613854,0.004032925300008524,0.04919909734429551,200
2789,100,0.4919875130072841,0.4891319210268053,0.4878372760457882,0.0037756844218591458,0.048857046880089766,200
3109,100,0.0271013754457463,0.026908112646295067,0.02683271324238666,2.7064209559622348e-05,0.004167311136876502,200
3578,100,0.0510966893945617,0.0498248270033997,0.050389375066723224,5.2785879544699785e-05,0.005638121570971457,200
3594,100,0.4990145764630124,0.5030671576071875,0.5061904784021216,0.0037614979447150683,0.0491598734028369,200
3918,100,0.4981931578464643,0.49575957525758296,0.49265701970443354,0.0037484539014643746,0.04873258354682781,200
3970,100,0.4662096257280606,0.46199642952900577,0.45709729624431206,0.003780882195293491,0.04885884263201268,200
4086,100,0.2696927106624928,0.27631433606458644,0.2766312056737589,0.0025529309031585446,0.04049934126247422,200
4104,100,0.1061388598326359,0.11114784760459046,0.10790060848744269,0.0007300486309796142,0.021853417809636254,200
5285,100,0.4955740578439965,0.4976301880847408,0.4994356659142212,0.004189775492065554,0.049914008688316386,200
5985,100,0.4939467312348668,0.4979733060595058,0.4991304242622217,0.0035124520913448216,0.046557413646345136,200
6392,100,0.4891950907311196,0.4935348949543536,0.49342436600891393,0.0034316787407620898,0.04567190108046775,200
6962,100,0.4836965811965812,0.4798470161752182,0.47986379347881924,0.0036567127250142,0.04751630775807952,200
7175,100,0.457232208260551,0.46008646258224106,0.4612395190439893,0.0034635124827906306,0.04703045350232947,200
7256,100,0.1785159010600706,0.18335736026819505,0.18189304451206875,0.0013700751056039482,0.02969029842473515,200
7274,100,0.2506899406651028,0.25652066560801745,0.2543726620159741,0.0023342006755207095,0.03732864484266375,200
7609,100,0.4035710108767689,0.40508578245840354,0.4040914533063179,0.003690071327597506,0.04826652683250336,200
7771,100,0.4908163265306122,0.48627574404135543,0.48433153330060547,0.0037617523838924826,0.048224603467240355,200
8206,100,0.4731519152529362,0.4676990377784196,0.46550135501355017,0.003722824903058305,0.049090813740748064,200
8277,100,0.4620122496731126,0.456571729263544,0.45294175597303243,0.004032981107243194,0.049887697389684876,200
8701,100,0.3870197049733687,0.3902528216567402,0.38878857090301516,0.0032845267372371882,0.044742811989098664,200
8860,100,0.0396586345381526,0.04168185890536493,0.04095610847078557,0.0005186827350103979,0.01776120565340878,200
8901,100,0.4532519004613085,0.4479034062201488,0.44697199965957035,0.004299136818350211,0.051615360770550456,200
9053,100,0.4938861257249564,0.4902887762924171,0.49209549534650826,0.003893310064403862,0.04969720620191964,200
9221,100,0.4773487943075504,0.4736954035542446,0.4736732138502079,0.003954118089885941,0.05033293161140488,200
9540,100,0.4667390034220849,0.4633492727836658,0.4610323886639676,0.003883832654552924,0.04962422279553007,200
9548,100,0.4466319915021428,0.44370966784770277,0.4407907053520923,0.0037573400335369337,0.048212806246845215,200
9856,100,0.4969151544068048,0.4911643589400836,0.49132529142500625,0.0038623034932401662,0.05009771339208184,200
10115,100,0.4678912821024783,0.46279892214950274,0.45909611369300196,0.003729036412872268,0.04950273861850325,200
10310,100,0.4825079509313948,0.47851376502922804,0.47904277643260695,0.0038202384784759833,0.04894483731094165,200
10398,100,0.4970626874550727,0.492768536925899,0.49433934046212513,0.0036810051367107267,0.04817596389471945,200
10609,100,0.4999131894206841,0.5047104398077125,0.5038208255022801,0.0038128237410159737,0.047733481398744164,200
10873,100,0.4837542014996122,0.487849267440175,0.48536027994001285,0.0038744191762763156,0.04901315703283401,200
11914,100,0.3760866533401515,0.3805850732424808,0.3770677814272917,0.0034289333541774104,0.046576606685548,200
11944,100,0.4030336097773898,0.40990033038334206,0.4135926463528927,0.0035817356120054567,0.04818560480989508,200
12397,100,0.4958093701781456,0.49093947159995394,0.48718505809639684,0.00367963426692507,0.048609695125008005,200
12406,100,0.4845082433200682,0.4800134666191321,0.4765620050028765,0.003727148204407213,0.04849945416323345,200
12693,100,0.4806795935489885,0.4765453915450276,0.4745308765446748,0.003997740335500859,0.0491173760000963,200
12705,100,0.4997189432265317,0.5037827995066928,0.5048144511109471,0.0040075485750114435,0.049022900029989144,200
12882,100,0.4976968553915346,0.4933243439908708,0.49204339380381623,0.003843001662392005,0.04951865411572279,200
12894,100,0.0541625944024877,0.05248219321454629,0.05030120481927711,0.0007142757321214689,0.021090866041272013,200
13422,100,0.493863820030446,0.49951001337776973,0.4998863853807884,0.0037828436086080317,0.04903771283161161,200
13590,100,0.4986717337564107,0.49401152612067084,0.49157952891938184,0.0037564879750512426,0.04872384199311572,200
13650,100,0.4870096883050909,0.48147002043448967,0.4785018660650492,0.004026582528366024,0.05087245954135203,200
13759,100,0.4803000346507409,0.47261069128153993,0.47393588353647176,0.004085791951086206,0.05109934845523366,200
13803,100,0.4956390256495362,0.4912805817169917,0.4902432195797361,0.003597064216579502,0.048445740615980386,200
13928,100,0.4934743682043898,0.4887851122138164,0.4847717311198169,0.003875907861676669,0.05064211156532386,200
14566,100,0.499979599330858,0.4909217375852711,0.48718027356928173,0.004109596980701733,0.05143455829177237,200
15244,100,0.4983219534776067,0.5027910732533534,0.5037973771436806,0.0039555012652404235,0.05015136783562814,200
15301,100,0.4973581732087683,0.49983843881201323,0.4974062235592742,0.003716369564873212,0.04784514119514883,200
15445,100,0.4981059909528888,0.4926304151911525,0.4905763751917598,0.004000972028611577,0.04972551341542306,200
15629,100,0.4935346242205448,0.4875012694575115,0.4885182974877167,0.0038280038841827335,0.04880146991776691,200
15784,100,0.4880188356814643,0.48499974526882444,0.4849768845237123,0.003816266555688993,0.04788767714722704,200
769,400,0.4901950983822329,0.4891671652305488,0.4891404455136146,0.0009845068912629144,0.025283386486303697,200
850,400,0.4859046642747309,0.4859255957412701,0.4837804817030645,0.0009699090445215986,0.024951798969933492,200
1018,400,0.4242611757174864,0.42311929439126983,0.42059183422592233,0.000991752028957461,0.025025268124241905,200
2416,400,0.4865474847063016,0.48698330151658714,0.48912349473308286,0.000994269474657621,0.02537465091922627,200
2789,400,0.4919875130072841,0.4923053705125679,0.49310120734689894,0.0009537231115795488,0.024564332258268356,200
3109,400,0.0271013754457463,0.027309917734465977,0.027121020992083945,7.332731714242434e-06,0.0021541932876589687,200
3578,400,0.0510966893945617,0.04952625315861667,0.0495097126118772,1.4095435384382359e-05,0.0032229048158129246,200
3594,400,0.4990145764630124,0.4977628277803211,0.4965723185029346,0.0010070645450471322,0.025596129084914866,200
3918,400,0.4981931578464643,0.49848014880799985,0.5001827930782354,0.0010449757162036644,0.025392725628935794,200
3970,400,0.4662096257280606,0.466828261209063,0.46859988350883647,0.0010862810780121375,0.026382644988515783,200
4086,400,0.2696927106624928,0.2697346610109823,0.2685662708584615,0.0006598515230698785,0.020620892150565142,200
4104,400,0.1061388598326359,0.10692068864353697,0.10573941412411647,0.0001822699729782864,0.010551015036888895,200
5285,400,0.4955740578439965,0.49566850758897874,0.4948289791568902,0.001089294151843037,0.02642010842977297,200
5985,400,0.4939467312348668,0.49444134587899774,0.4920672018274715,0.0010459809760976974,0.025855566573059797,200
6392,400,0.4891950907311196,0.48826682536363514,0.49041459714395086,0.000939335346127226,0.024967679492919247,200
6962,400,0.4836965811965812,0.48364930391721317,0.48512986140257774,0.0009455505202874559,0.024873526175216352,200
7175,400,0.457232208260551,0.4566417778453074,0.45420274996119375,0.0009850294567055682,0.025539805553892913,200
7256,400,0.1785159010600706,0.17964260182396277,0.1782657398897059,0.00042090944177446355,0.016303442960495493,200
7274,400,0.2506899406651028,0.25126119580388334,0.24954159138057952,0.0006595154471351031,0.02028557006282867,200
7609,400,0.4035710108767689,0.4025926707000152,0.40098473933665113,0.0009835326036022913,0.0248421515695308,200
7771,400,0.4908163265306122,0.4908436333648445,0.4936881540184921,0.0009805019936949468,0.025493751210946655,200
8206,400,0.4731519152529362,0.47350060511683495,0.47491226506991985,0.0009460830416987714,0.02444324256016645,200
8277,400,0.4620122496731126,0.4620710886466632,0.4634599587925743,0.0010577177263137046,0.025950782131959508,200
8701,400,0.3870197049733687,0.38629883278967614,0.38317011669969336,0.000937875002924528,0.02510013364648365,200
8860,400,0.0396586345381526,0.03887104788543821,0.038461538461538464,0.00015821044245101492,0.010024192708907611,200
8901,400,0.4532519004613085,0.4537252467850894,0.4549349991969899,0.001104107867317761,0.02735220223035389,200
9053,400,0.4938861257249564,0.4944381954192525,0.4959478625979436,0.001033413141566873,0.02541303824561866,200
9221,400,0.4773487943075504,0.4784155653662061,0.47699108153596437,0.0010415353100425595,0.026029461529817013,200
9540,400,0.4667390034220849,0.46560861340498194,0.4678388464383571,0.001033617705232963,0.025556842418486075,200
9548,400,0.4466319915021428,0.445832701566794,0.4479881466533332,0.0010416454069718042,0.02565754527594306,200
9856,400,0.4969151544068048,0.4963589035012765,0.4980551659654044,0.0009881486862017824,0.024986314568219523,200
10115,400,0.4678912821024783,0.46868465856476704,0.4693430316665428,0.001011397813506185,0.026057371451395587,200
10310,400,0.4825079509313948,0.48297422739554624,0.48351418283699044,0.0010083668381941154,0.025655590696911795,200
10398,400,0.4970626874550727,0.4976970508576365,0.49789272483761193,0.0009996222267929897,0.025400289026577195,200
10609,400,0.4999131894206841,0.4996449128418412,0.49833928098486713,0.0009974203071229759,0.0254721643190623,200
10873,400,0.4837542014996122,0.48288412779900364,0.4815549276351286,0.0010033967382485818,0.02534753102200983,200
11914,400,0.3760866533401515,0.37644600606601814,0.37630396118441123,0.0009087838978247284,0.024300180118299312,200
11944,400,0.4030336097773898,0.4039385443861308,0.40263830150627355,0.0009846660552536234,0.025107861991260166,200
12397,400,0.4958093701781456,0.4960356652455531,0.4982499991367869,0.0009278480323709612,0.02444381856293958,200
12406,400,0.4845082433200682,0.48513138341030787,0.48735930408176326,0.0009576470968167445,0.024822918830419205,200
12693,400,0.4806795935489885,0.48059001153170733,0.47990719509706853,0.0009954703463697404,0.02522648024254133,200
12705,400,0.4997189432265317,0.4995111345757928,0.500192400016125,0.0010033067425332532,0.025491014212911497,200
12882,400,0.4976968553915346,0.49815524631505087,0.49766433032138874,0.0009877118163374764,0.025285866372878357,200
12894,400,0.0541625944024877,0.05360937512806644,0.05366762858179945,0.00014966686522396784,0.010113048825967572,200
13422,400,0.493863820030446,0.49356429798335144,0.492303875523142,0.0010144653681930784,0.024799352577945487,200
13590,400,0.4986717337564107,0.49836619829708895,0.5018636087723851,0.00097416802329505,0.025134634926943584,200
13650,400,0.4870096883050909,0.48628553669924585,0.48775317248013494,0.0010178619397014552,0.025724292281129414,200
13759,400,0.4803000346507409,0.48020890334287814,0.4802364876789963,0.0010414019988712387,0.02588801186590634,200
